STT;Dia;GDCD;Hoa;Li;Ma_mon_ngoai_ngu;Ngoai_ngu;Sinh;Su;Toan;Van;sbd;diem to hop;Diem trung binh;Diem xet tot nghiep;Dieu kien tot nghiep
3426;;;3.5;3.75;N1;5;3;;5.2;6.5;51003448;3.4;8.2;6.6;Dat
3427;;;7;7.75;N1;5.4;5.5;;8;5.25;51003443;6.8;7.7;7.4;Dat
3428;5;8.75;;;N1;4.6;;4.5;5.6;5.25;51003445;6.1;9;7.1;Dat
3429;;;6.25;7;N1;5;4.75;;6.4;5.5;51003450;6;9.5;7.5;Dat
3430;;;5;5.5;N1;6.4;5.25;;6.6;6.5;51003447;5.3;8;7.3;Dat
3431;;;4.75;3.75;N1;3.8;5;;5.2;6.25;51003444;4.5;9.6;6.9;Dat
3432;5.5;7.5;;;N1;5.2;;3.5;4;6.25;51003451;5.5;7.7;6.6;Dat
3433;;;4.5;7.75;N1;5.4;5.75;;8;5.5;51003457;6;7.7;7.3;Dat
3434;;;5;4.5;N1;5.4;4.5;;5.4;7.25;51003446;4.7;7.6;6.9;Dat
3435;6.5;7;;;N1;3.2;;5.25;4.2;5;51003456;6.3;6.3;5.8;Dat
3436;7.75;9.5;;;N1;6.2;;7.5;7.8;7.75;51003458;8.3;8.5;8.4;Dat
3437;7;8.5;;;N1;5.4;;7.75;6;7;51003452;7.8;6.4;7.1;Dat
3438;7;9;;;N1;6.2;;5;7.2;8.5;51003462;7;9.6;8.5;Dat
3439;7.75;9.25;;;N1;7.2;;4.75;6.6;6.25;51003454;7.3;9.2;8.1;Dat
3440;6.25;6.75;;;N1;3;;4.5;4;5.5;51003455;5.8;9.1;6.5;Dat
3441;5.25;6.75;;;N1;4.4;;4.5;5.2;5.25;51003460;5.5;9.4;7;Dat
3442;;;2;4.25;N1;4.2;4.5;;5.8;5.75;51003453;3.6;8.6;6.6;Dat
3443;5.75;7.5;;;N1;4;;3.5;5.4;4.5;51003449;5.6;9.8;7;Dat
3444;9;9.25;;;N1;4.2;;6.25;5;5.75;51003465;8.2;8;7.1;Dat
3445;;;6.25;6.75;N1;5.8;4.75;;7.2;6;51003464;5.9;9.9;7.9;Dat
3446;6;6.5;;;N1;3.6;;2.75;4.4;6.5;51003463;5.1;8.1;6.5;Dat
3447;;;6.75;7.5;N1;4.6;5.25;;8;4.5;51003459;6.5;7.8;7.1;Dat
3448;6;7;;;N1;4.6;;3;5.2;5.75;51003466;5.3;7.9;6.6;Dat
3449;;;3.75;5.5;N1;4;4.75;;4.6;6.5;51003461;4.7;7.5;6.3;Dat
3450;;;5;6.5;N1;5.6;3;;6.4;5.5;51003467;4.8;6.1;6.3;Dat
3451;;;6.5;7.25;N1;6;5;;8;7;51003469;6.3;7.7;7.7;Dat
3452;7.25;8.5;;;N1;5.4;;8;6.6;7.25;51003470;7.9;10;8.4;Dat
3453;6;6.75;;;N1;4.2;;3.75;4.6;5;51003468;5.5;7.8;6.3;Dat
3454;;;6.25;4.5;N1;5.6;5.5;;7.6;6.5;51003473;5.4;8.8;7.6;Dat
3455;7.25;8.25;;;N1;3.6;;4.5;5.8;6.25;51003474;6.7;8.5;7.1;Dat
3456;;;6.5;6;N1;6;7.25;;7;6;51003476;6.6;8.1;7.5;Dat
3457;5.5;6.75;;;N1;3.4;;2.5;4.2;5.5;51003472;4.9;7.9;6.1;Dat
3458;;;4;6.5;N1;6;5;;7.2;6.75;51003471;5.2;9.5;7.9;Dat
3459;;;7.25;8.5;N1;5.8;6.25;;9.2;6.75;51003477;7.3;7;7.8;Dat
3460;;;6.75;2.5;N1;5.2;7.25;;8.2;6.5;51003480;5.5;7.7;7.4;Dat
3461;;;5.25;3.5;N1;4.6;5.5;;6.6;5;51003475;4.8;7.9;6.6;Dat
3462;6.5;8.25;;;N1;3;;4;4.8;5.75;51003481;6.3;9.7;7;Dat
3463;;;5;6;N1;5.2;4.75;;5.8;6;51003478;5.3;6.8;6.5;Dat
3464;;;4.75;3;N1;4;3.75;;4.6;6;51003483;3.8;7.4;6;Dat
3465;;;5.5;4;N1;4.8;4.25;;6.4;6;51003479;4.6;10;7.4;Dat
3466;;;6;5;N1;7.8;3.75;;6.8;5.5;51003484;4.9;6.5;6.9;Dat
3467;7.25;9.5;;;N1;7;;5.5;7.4;6.5;51003490;7.4;8.1;8;Dat
3468;;;8;7.25;N1;6.4;6;;8;7.25;51003494;7.1;6.8;7.7;Dat
3469;;;8.5;6;N1;7.2;7.5;;8.8;6.25;51003488;7.3;8.6;8.4;Dat
3470;6;8.75;;;N1;5;;5;6.8;5.5;51003489;6.6;8.2;7.2;Dat
3471;7.5;7.5;;;N1;4;;4.25;6;6.25;51003482;6.4;9.7;7.5;Dat
3472;;;3;3.5;N1;4.4;3.25;;5;3.75;51003487;3.3;6.1;5.3;Dat
3473;8.25;8.5;;;N1;5.2;;6;4.4;6;51003486;7.6;9.4;7.5;Dat
3474;4.5;8.5;;;N1;3.8;;3.75;4.4;4.25;51003485;5.6;7.1;5.9;Dat
3475;;;6;5.25;N1;5.6;7.5;;7.8;6.5;51003491;6.3;9.1;7.9;Dat
3476;6.25;8;;;N1;4.6;;4;5.8;5.25;51003492;6.1;6.1;6.2;Dat
3477;5.25;5.5;;;N1;4.4;;3.5;2.8;4.75;51003501;4.8;9.5;6.4;Dat
3478;5.75;7.5;;;N1;5.6;;2.5;5.4;6;51003495;5.3;8.1;6.9;Dat
3479;;;2.25;5;N1;4.2;4.25;;5.4;5;51003497;3.8;7;5.9;Dat
3480;9;9.5;;;N1;7.4;;7.5;6.8;7;51003500;8.7;9.1;8.6;Dat
3481;5.5;9;;;N1;5.8;;4.75;5.6;5;51003496;6.4;7;6.7;Dat
3482;;;5.75;3.75;N1;5;4.5;;6.8;3.25;51003499;4.7;9;6.8;Dat
3483;6.75;7.75;;;N1;4.6;;4;4.4;3;51003493;6.2;8.4;6.3;Dat
3484;;;4.25;5.25;N1;4;4.5;;7;5;51003503;4.7;8.7;6.8;Dat
3485;4.5;8.25;;;N1;4.6;;4.5;6.2;5.75;51003505;5.8;8;6.9;Dat
3486;7.5;8;;;N1;6;;6.25;6;5.25;51003506;7.3;8.3;7.4;Dat
3487;;;5.75;5.75;N1;5.6;2.75;;6.2;6;51003504;4.8;8.1;7;Dat
3488;;;4.75;5.25;N1;6.4;4.25;;6.2;7.5;51003502;4.8;9.5;7.8;Dat
3489;5.25;6.75;;;N1;3.8;;5.25;5.4;4.75;51003498;5.8;8.9;6.7;Dat
3490;5.5;8.25;;;N1;3.8;;3.5;4.8;6.5;51003509;5.8;6.3;6.1;Dat
3491;;;5;8.75;N1;7.4;6;;8.6;6.75;51003508;6.6;7;7.8;Dat
3492;;;6.25;6.75;N1;5.8;3.75;;7.4;7.25;51003507;5.6;6.1;7;Dat
3493;;;6.5;8.5;N1;7.4;5.75;;8.4;5.5;51003510;6.9;8.2;8;Dat
3494;;;5.75;5.75;N1;6.4;7;;6.8;7.75;51003512;6.2;9.3;8.1;Dat
3495;;;5.25;6.75;N1;6.2;6.25;;7.4;8;51003511;6.1;8.5;8;Dat
3496;;;4.25;3.75;N1;4.4;4.75;;4.6;7.25;51003513;4.3;9.8;7.1;Dat
3497;;;6.75;5.75;N1;4.8;4.75;;5.8;7;51003515;5.8;6.7;6.7;Dat
3498;;;5.25;5.5;N1;5.6;4;;6.4;7;51003517;4.9;6.4;6.7;Dat
3499;;;7.25;6.5;N1;7;6;;7.8;8.25;51003514;6.6;7.1;7.9;Dat
3500;6.75;8.75;;;N1;7.2;;6;6.2;6.5;51003519;7.2;6.3;7.2;Dat
3501;;;4.75;5.25;N1;4.2;4;;5.8;6.25;51003533;4.7;9;7;Dat
3502;;;5.75;6.5;N1;5;4;;8.4;5.25;51003526;5.4;8.9;7.5;Dat
3503;;;4.5;4.75;N1;3.8;4;;3.8;6.25;51003523;4.4;8.2;6.3;Dat
3504;;;5;4.25;N1;5.4;5;;5.8;7;51003516;4.8;8;7;Dat
3505;7.5;9;;;N1;6;;6.5;6.4;6.75;51003529;7.7;9.6;8.2;Dat
3506;8.25;10;;;N1;4;;6.25;5.6;6.5;51003520;8.2;8.1;7.3;Dat
3507;6.75;9;;;N1;6.2;;3.25;6.4;5.5;51003522;6.3;6.8;6.9;Dat
3508;4.75;7;;;N1;3.8;;4.25;3.8;5.75;51003521;5.3;6.8;5.9;Dat
3509;5.75;8.5;;;N1;4.6;;4;5.6;6;51003518;6.1;7.3;6.7;Dat
3510;6.5;9.75;;;N1;5.6;;7.25;5.4;6;51003530;7.8;9.6;7.8;Dat
3511;6.5;9.75;;;N1;5.2;;6.5;7.2;7.5;51003536;7.6;8;7.8;Dat
3512;8;8.5;;;N1;5.6;;5.75;4.8;7.75;51003524;7.4;7.2;7.2;Dat
3513;;;7.25;5.75;N1;5;5.25;;7.6;7.25;51003531;6.1;6.1;7;Dat
3514;;;6;3.75;N1;4.2;4;;6.4;6.5;51003528;4.6;6.2;6.3;Dat
3515;;;4.5;6.25;N1;5.2;6;;6;5;51003532;5.6;8.1;6.8;Dat
3516;8;8.5;;;N1;5.4;;4.5;7;6.75;51003535;7;9.6;8.1;Dat
3517;;;5.5;6;N1;7.6;5.25;;7;6;51003527;5.6;7.3;7.4;Dat
3518;7.25;9;;;N1;4;;5;6;6.75;51003525;7.1;9.2;7.5;Dat
3519;;;8.25;9;N1;7.2;6;;8.8;7.75;51003539;7.8;7.2;8.3;Dat
3520;;;5;3;N1;3.8;4;;6.6;6;51003537;4;8;6.6;Dat
3521;;;5.75;6;N1;6.6;5;;6.6;7.5;51003534;5.6;9.6;8.1;Dat
3522;;;3;4;N1;7.2;4;;5.6;8;51003542;3.7;7.9;7.3;Dat
3523;;;3.75;2.25;N1;3.4;3.25;;6;6.25;51003540;3.1;8.8;6.5;Dat
3524;6;8.75;;;N1;4.6;;4;4.2;5.25;51003538;6.3;6.1;6;Dat
3525;;;5.75;6;N1;5;5.5;;7.6;7;51003541;5.8;7;7.1;Dat
3526;6;5.5;;;N1;5.6;;3.25;6.2;7.75;51003543;4.9;8.7;7.5;Dat
3527;9;9.25;;;N1;6.2;;7.5;4.6;7.25;51003545;8.6;6.9;7.3;Dat
3528;;;4.75;4.5;N1;7.6;4.25;;7.2;7.75;51003544;4.5;7.4;7.6;Dat
3529;;;5.75;6;N1;5.4;4.25;;6.6;6.25;51003546;5.3;9.7;7.6;Dat
3530;5.5;9;;;N1;3.4;;3.75;6;5.75;51003552;6.1;7.5;6.6;Dat
3531;5.25;7.25;;;N1;4.8;;4.5;5.8;6;51003553;5.7;8.5;7.1;Dat
3532;;;6;2.5;N1;4.6;6.25;;8;5.25;51003547;4.9;9.5;7.4;Dat
3533;7.5;8;;;N1;4.8;;4;5;5;51003554;6.5;9.8;7.3;Dat
3534;;;7.5;5.5;N1;6.4;7;;8;7.25;51003551;6.7;7.8;7.9;Dat
3535;;;5.5;5.5;N1;3.8;3.5;;5;6.25;51003555;4.8;7;6.2;Dat
3536;;;4.5;6.5;N1;5.2;4.75;;6.8;7;51003548;5.3;9.7;7.8;Dat
3537;7;7.75;;;N1;4.6;;5.75;6.2;7;51003556;6.8;8.2;7.4;Dat
3538;5.75;8.5;;;N1;4.2;;5.75;5.6;4.75;51003562;6.7;6;6.1;Dat
3539;7;7;;;N1;4.8;;4.25;5.6;6.75;51003549;6.1;7.1;6.8;Dat
3540;6.25;7.5;;;N1;4.2;;5.75;6.2;6.75;51003563;6.5;9.5;7.6;Dat
3541;;;6.5;7.25;N1;6;5.25;;7;7.5;51003565;6.3;9.5;8.1;Dat
3542;7.25;9.5;;;N1;5.4;;4.5;6;3.25;51003557;7.1;8.6;7;Dat
3543;;;6.5;4.5;N1;4.6;3.25;;6.2;5.25;51003560;4.8;9.2;7;Dat
3544;5.75;9;;;N1;4.8;;6.5;5.6;6.5;51003561;7.1;7.2;7;Dat
3545;6;7.5;;;N1;6.2;;2.75;6.2;7.75;51003564;5.4;7.5;7.3;Dat
3546;;;7.25;6.5;N1;6.2;5.25;;8;7.5;51003550;6.3;9.9;8.5;Dat
3547;8;8.75;;;N1;6.6;;7.5;6.8;5.75;51003559;8.1;6.3;7.3;Dat
3548;;;3.75;4.75;N1;5.6;4.75;;7.2;7.5;51003568;4.4;6.6;6.9;Dat
3549;;;5.75;6;N1;5.8;6.75;;6.8;6.5;51003566;6.2;9.9;8;Dat
3550;7.5;9.25;;;N1;6.4;;6;7.2;8.25;51003558;7.6;9.7;8.7;Dat
3551;;;5;5.75;N1;5.4;6;;8.2;7.75;51003569;5.6;7.1;7.4;Dat
3552;6.25;7.25;;;N1;2.8;;4.25;4.2;5.75;51003573;5.9;9.3;6.7;Dat
3553;;;5;6.75;N1;5.8;5.75;;7.2;6.75;51003571;5.8;8.9;7.7;Dat
3554;;;5.5;7.75;N1;6.4;4;;7.8;6;51003570;5.8;6.7;7.2;Dat
3555;5.5;8;;;N1;2.6;;3.75;4.4;5.25;51003575;5.8;9.7;6.7;Dat
3556;;;6.25;7.25;N1;4.6;5.25;;7.4;7.25;51003567;6.3;8.2;7.5;Dat
3557;7;8.5;;;N1;3.6;;5.5;6.4;5.5;51003577;7;6.1;6.4;Dat
3558;;;5.25;5.5;N1;5.4;4.5;;7.6;5;51003572;5.1;9.7;7.6;Dat
3559;;;4;4;N1;4.4;4.5;;6.6;4.75;51003574;4.2;8.2;6.6;Dat
3560;6.25;8;;;N1;4.4;;5;4.6;8;51003579;6.4;7.6;7;Dat
3561;;;4.5;4;N1;5.2;3.25;;6.4;5.75;51003576;3.9;8.8;7;Dat
3562;;;4.5;3.75;N1;5.4;3.25;;6.4;5.75;51003583;3.8;8.6;6.9;Dat
3563;8.5;7.75;;;N1;6.6;;7;7.2;8.75;51003584;7.8;9.3;8.7;Dat
3564;;;6.25;4;N1;5.2;5.5;;6.6;5.25;51003580;5.3;8.4;7;Dat
3565;;;5.75;7;N1;6.4;4.75;;8;6.25;51003582;5.8;7.6;7.5;Dat
3566;;;7.5;7.25;N1;7.6;5.5;;7.4;8.25;51003587;6.8;6.6;7.8;Dat
3567;8.25;9.25;;;N1;7;;7.25;7;8.25;51003588;8.3;7.7;8.3;Dat
3568;6.25;8.25;;;N1;4.6;;4.75;5.6;7.75;51003581;6.4;9.9;7.8;Dat
3569;6.5;9.25;;;N1;5;;5.25;6.4;7.75;51003589;7;7.5;7.4;Dat
3570;7;7.25;;;N1;3.4;;5.25;5.4;7.75;51003578;6.5;8.2;7.1;Dat
3571;5.75;9;;;N1;3.2;;3.75;3.8;5;51003586;6.2;6.4;5.7;Dat
3572;;;6;6;N1;5.6;5.25;;7.2;7.75;51003585;5.8;8.4;7.7;Dat
3573;4.75;4.75;;;N1;3.4;;2.75;4;5.25;51003595;4.1;6.2;5.4;Dat
3574;5.75;8;;;N1;3.8;;5.25;4.8;5.75;51003591;6.3;9.7;7.1;Dat
3575;5.25;8.25;;;N1;5.4;;5;6.8;6;51003592;6.2;9.8;7.8;Dat
3576;;;4.75;4.25;N1;4.6;3;;6.4;7;51003590;4;9.3;7.2;Dat
3577;;;5.25;6;N1;7;5;;7.2;7.75;51003593;5.4;9.6;8.3;Dat
3578;6.5;9;;;N1;5.4;;4;6.8;6.75;51003594;6.5;8.2;7.5;Dat
3579;4;7;;;N1;5.2;;3;6;5.75;51003596;4.7;6.4;6.3;Dat
3580;6.5;8;;;N1;6.2;;5;6.6;7.25;51003597;6.5;8;7.6;Dat
3581;;;5.5;4.75;N1;4.4;4.5;;6.8;5.5;51003599;4.9;8.3;6.9;Dat
3582;;;6.75;7;N1;4.8;5.25;;6.6;5.5;51003602;6.3;6.3;6.6;Dat
3583;;;5;5;N1;5;4;;5.8;6.5;51003600;4.7;6.4;6.4;Dat
3584;7.75;9.25;;;N1;7.4;;7.75;6.2;8.25;51003598;8.3;8.3;8.4;Dat
3585;;;5.25;6.25;N1;6.4;5.25;;7.4;6.75;51003605;5.6;6.6;7.2;Dat
3586;;;5;4.75;N1;5;4.25;;7;6;51003601;4.7;8;7;Dat
3587;;;5;4.5;N1;5;5;;7.2;5.75;51003606;4.8;8.5;7.1;Dat
3588;;;7.25;5.75;N1;5.6;7;;8.8;6.5;51003603;6.7;7.2;7.6;Dat
3589;7.25;9.25;;;N1;7.2;;5.5;3.8;7.25;51003614;7.3;6.6;7.1;Dat
3590;;;6.5;5.25;N1;3.8;4.5;;6.2;6.75;51003611;5.4;8.4;7;Dat
3591;6.5;7.5;;;N1;3.8;;4.75;6;7.75;51003607;6.3;9.2;7.5;Dat
3592;;;4.75;7;N1;4.4;4.5;;7.4;7.5;51003608;5.4;9.4;7.7;Dat
3593;;;4.25;5.25;N1;4.2;2.75;;5.6;6.25;51003609;4.1;7.1;6.3;Dat
3594;;;6.5;7.25;N1;5.8;7;;7.6;6.25;51003604;6.9;6.2;7.1;Dat
3595;7.75;9;;;N1;7;;6.5;6.6;7;51003610;7.8;8.4;8.1;Dat
3596;7;8.75;;;N1;4.8;;3.5;5.4;6.5;51003613;6.4;8.3;7.1;Dat
3597;7.5;9.25;;;N1;5;;6.25;7.6;6.75;51003615;7.7;8.4;7.9;Dat
3598;;;6.25;3.75;N1;6.2;7.5;;7.6;6.5;51003612;5.8;9.1;7.9;Dat
3599;5;7;;;N1;4.8;;3.25;5.8;7;51003616;5.1;7.2;6.7;Dat
3600;6.75;8.25;;;N1;3.6;;4.25;5.8;5.5;51003619;6.4;9.9;7.3;Dat
3601;5.75;8.25;;;N1;4.4;;3;5.8;5.5;51003617;5.7;9.9;7.3;Dat
3602;;;3.75;2.75;N1;3.8;2.75;;3.2;6.75;51003621;3.1;9.2;6.3;Dat
3603;;;3.25;4.5;N1;5.6;4.25;;6;7;51003618;4;8.7;7.2;Dat
3604;;;8.25;7.25;N1;8.6;6;;8.2;6.5;51003620;7.2;7.2;8.1;Dat
3605;;;6.75;7.75;N1;5;5;;6.2;7.75;51003623;6.5;9.7;8;Dat
3606;;;7.75;7.25;N1;4;5.75;;7.8;7;51003624;6.9;6.6;7.1;Dat
3607;;;3.75;2.75;N1;3;3.5;;5.6;7;51003627;3.3;7.6;6.2;Dat
3608;6.75;7.75;;;N1;4.4;;3;4.8;7.25;51003622;5.8;6.4;6.4;Dat
3609;;;4.25;4.5;N1;5.6;5.5;;6.6;5.75;51003625;4.8;9.3;7.4;Dat
3610;;;4.75;3.75;N1;5.6;3.25;;5.8;6.5;51003626;3.9;7.7;6.7;Dat
3611;;;6.25;5.25;N1;5.2;5.25;;7.4;6.25;51003628;5.6;7.9;7.2;Dat
3612;;;4.75;5;N1;6;5.25;;6.8;7.5;51003629;5;6.8;7.1;Dat
3613;;;4.25;5;N1;4.8;4.75;;7.2;6.5;51003631;4.7;7.1;6.8;Dat
3614;5.25;7.5;;;N1;4.8;;4;5;7;51003630;5.6;9.2;7.3;Dat
3615;5.75;8.75;;;N1;6.6;;3;7;7.5;51003636;5.8;8;7.7;Dat
3616;4.5;8.75;;;N1;5.2;;3.75;5.4;6.25;51003634;5.7;8;6.9;Dat
3617;5;7.25;;;N1;4;;2.75;6.2;5.75;51003635;5;7.9;6.6;Dat
3618;7.5;9;;;N1;5.6;;5;8;6.75;51003633;7.2;9.5;8.3;Dat
3619;;;6.75;7.5;N1;6.6;5.5;;8;8;51003638;6.6;7.2;7.9;Dat
3620;;;6;7;N1;5.6;5.75;;7.2;7.25;51003632;6.3;7.5;7.5;Dat
3621;7.5;7.5;;;N1;4.2;;4.25;4.8;6.75;51003640;6.4;9.9;7.4;Dat
3622;7;8.75;;;N1;5.4;;6.25;7.2;6.75;51003642;7.3;9.5;8.1;Dat
3623;7.25;8;;;N1;4.4;;4.25;6;5.25;51003641;6.5;7;6.6;Dat
3624;7.5;8;;;N1;5.8;;6;4.8;6.25;51003643;7.2;9;7.5;Dat
3625;5.25;9;;;N1;4.8;;4.5;6.2;6.75;51003646;6.3;6.6;6.8;Dat
3626;;;6.75;6.25;N1;5.4;6;;6.2;7.5;51003645;6.3;9.2;7.8;Dat
3627;6;7.75;;;N1;5.2;;5.5;6.4;6.25;51003637;6.4;7.3;7;Dat
3628;;;3.5;5.5;N1;5.4;2.75;;5.6;6.75;51003639;3.9;7;6.5;Dat
3629;;;3;6;N1;6;4.5;;5.8;7.5;51003644;4.5;6.6;6.7;Dat
3630;5;8;;;N1;6.6;;5.25;5.4;7.75;51003649;6.1;8.4;7.6;Dat
3631;;;6.5;4.25;N1;8.8;8;;7.8;7;51003647;6.3;7.1;8;Dat
3632;;;6;6;N1;7.6;5.75;;8.4;8.5;51003648;5.9;9.7;8.8;Dat
3633;6.25;8;;;N1;4.8;;4.5;6.2;5.5;51003650;6.3;6.3;6.5;Dat
3634;;;3.5;5.25;N1;6.4;6;;6.6;7;51003652;4.9;8.3;7.4;Dat
3635;;;6;3;N1;2.2;5.75;;6.4;5.25;51003651;4.9;7.5;6.1;Dat
3636;;;6;5;N1;6.4;4.25;;8;8.25;51003655;5.1;7.1;7.6;Dat
3637;7;5.75;;;N1;3;;4.25;4;5.75;51003657;5.7;8.1;6.3;Dat
3638;;;6;5;N1;4;3.5;;7.4;6;51003658;4.8;7.1;6.6;Dat
3639;;;5.25;5.5;N1;6.4;4.75;;6;5;51003656;5.2;6;6.4;Dat
3640;;;6.75;5.25;N1;5;6.25;;7.4;6;51003660;6.1;9.3;7.7;Dat
3641;;;7;7;N1;6.6;5.25;;7.8;7.5;51003654;6.4;6.9;7.6;Dat
3642;;;4.5;6.25;N1;5.2;5;;6.8;5.75;51003653;5.3;9.2;7.4;Dat
3643;;;5.5;6;N1;4.6;4;;8.6;6.25;51003659;5.2;8.4;7.4;Dat
3644;6;8;;;N1;4.4;;3.5;5.2;5.75;51003661;5.8;7.1;6.4;Dat
3645;;;2.5;2.75;N1;4.8;4;;4.6;5.5;51003662;3.1;8.5;6.3;Dat
3646;;;8;6.5;N1;7.2;9.25;;8;8;51003664;7.9;7.6;8.3;Dat
3647;;;4.25;4.25;N1;3.8;5.5;;6.4;6.5;51003663;4.7;7.4;6.6;Dat
3648;7;9.25;;;N1;4.4;;5;6.2;8;51003665;7.1;8.3;7.6;Dat
3649;;;5;6.75;N1;5.6;4.5;;5.8;7.25;51003668;5.4;7;6.9;Dat
3650;;;5.75;7;N1;6.2;4.25;;7.2;8.25;51003666;5.7;6.3;7.3;Dat
3651;;;5.75;7.75;N1;5.2;4.75;;6.4;7.25;51003671;6.1;7.4;7.2;Dat
3652;;;7.25;8;N1;5.4;5.5;;6.8;8;51003667;6.9;9.6;8.2;Dat
3653;;;2.5;5;N1;4.6;3.5;;5;4;51003670;3.7;8.1;6.1;Dat
3654;;;7.5;6.25;N1;7.6;9.25;;9.4;7.5;51003673;7.7;6.6;8.2;Dat
3655;;;3.5;4.75;N1;6.4;4;;6.2;7.25;51003675;4.1;7.1;6.9;Dat
3656;;;5;5.5;N1;4.8;5.75;;6.2;6.08;51003674;5.4;7.7;6.8;Dat
3657;5.75;8.25;;;N1;3.2;;3.5;4.2;7.5;51003669;5.8;7.9;6.6;Dat
3658;5.75;6;;;N1;2.4;;2.5;3.2;7.5;51003680;4.8;6.5;5.7;Dat
3659;;;5;5.5;N1;5.8;2.75;;7.6;5.25;51003677;4.4;6.4;6.6;Dat
3660;5.25;8.25;;;N1;5.4;;5.5;7;7.75;51003672;6.3;7.6;7.5;Dat
3661;;;3.75;3.5;N1;4.8;3.25;;7;6;51003678;3.5;9.2;7.1;Dat
3662;;;3.75;4;N1;4.8;4.5;;5.2;5.5;51003676;4.1;9.1;6.8;Dat
3663;6.25;7;;;N1;5.4;;4.75;5.4;7.5;51003679;6;7.7;7.2;Dat
3664;;;3.25;2.25;N1;3.8;4.25;;5.4;3.75;51003684;3.3;9.2;6.2;Dat
3665;4.25;5.5;;;N1;3.2;;2.75;4.4;5.25;51003682;4.2;7.7;5.9;Dat
3666;;;8.25;6;N1;6.6;7.5;;8.2;8.25;51003687;7.3;9.5;8.8;Dat
3667;;;4.25;4;N1;3.4;3.25;;6.4;5.5;51003685;3.8;9.9;6.9;Dat
3668;7.25;9;;;N1;5.6;;6.25;6.4;7.5;51003681;7.5;6.3;7.2;Dat
3669;;;3.25;1.75;N1;4.2;2.75;;3.8;4;51003688;2.6;7.4;5.4;Dat
3670;5.25;9;;;N1;3.2;;2.5;3.6;6.5;51003689;5.6;7.6;6.2;Dat
3671;;;7;7;N1;5.8;7.75;;7.8;8;51003686;7.3;6.7;7.7;Dat
3672;;;6;6.75;N1;5.4;5.25;;7.8;7;51003694;6;8;7.6;Dat
3673;;;4;4.75;N1;6.4;4.25;;6.4;6.75;51003683;4.3;7.3;7;Dat
3674;;;5.5;5;N1;4;3.5;;5.8;6.75;51003692;4.7;7.4;6.5;Dat
3675;;;5;6;N1;4;4.25;;6.6;6.75;51003690;5.1;6.5;6.5;Dat
3676;;;2.75;3.75;N1;4.6;4.25;;4.2;6.5;51003695;3.6;7;6;Dat
3677;;;4.75;7;N1;7;3.75;;7.8;8;51003691;5.2;9.1;8.2;Dat
3678;;;5;4.75;N1;6.2;5;;6.4;5;51003697;4.9;7;6.6;Dat
3679;;;7.25;6.25;N1;4.6;5;;8.2;5.5;51003698;6.2;9.9;7.9;Dat
3680;;;4.25;2.75;N1;3.8;5;;6.8;6.25;51003696;4;7.8;6.6;Dat
3681;;;7.25;8.5;N1;5.8;4.5;;8.2;7.25;51003699;6.8;9.3;8.3;Dat
3682;6.75;7;;;N1;5;;3;5.4;6.5;51003702;5.6;7.3;6.7;Dat
3683;;;5.75;3.25;N1;7;5;;6.2;7;51003701;4.7;6.4;6.9;Dat
3684;;;7.5;5.25;N1;6;7;;6.6;7.5;51003693;6.6;8.9;7.9;Dat
3685;6;8.25;;;N1;4.6;;4;5.8;6.25;51003710;6.1;6.1;6.4;Dat
3686;4.5;8;;;N1;5.4;;3.5;6.8;6;51003703;5.3;7.6;7;Dat
3687;;;5.5;6.25;N1;4.8;2.75;;6.6;7.25;51003716;4.8;8.6;7.3;Dat
3688;4.75;7;;;N1;4.6;;3.75;4.8;5.75;51003704;5.2;7;6.3;Dat
3689;6.5;8.25;;;N1;4.6;;4;6.6;6.25;51003711;6.3;10;7.8;Dat
3690;7;9.5;;;N1;3.2;;7.5;5.2;6.75;51003705;8;6.6;6.6;Dat
3691;;;3.75;6;N1;5.4;4.75;;6.4;6;51003706;4.8;9;7.3;Dat
3692;5.25;8.25;;;N1;4;;1.75;6.2;6.5;51003714;5.1;9.2;7.2;Dat
3693;;;6.75;5;N1;4.4;6;;6.4;5.75;51003707;5.9;7.6;6.8;Dat
3694;6.75;7.25;;;N1;4.2;;4.5;6.6;6.75;51003712;6.2;6.9;6.8;Dat
3695;5.5;8.5;;;N1;4;;3.5;5.8;6.5;51003719;5.8;6;6.3;Dat
3696;;;3.25;4;N1;6.8;5;;6;6.75;51003700;4.1;9.4;7.6;Dat
3697;;;2.5;2.75;N1;5.2;5.75;;5.2;5.5;51003708;3.7;6.3;5.9;Dat
3698;;;2.25;5.25;N1;5.2;6.25;;6.6;7.5;51003715;4.6;6.3;6.7;Dat
3699;5;7.5;;;N1;5;;3.75;5.4;7.25;51003713;5.4;7.5;6.9;Dat
3700;7;8;;;N1;4.2;;3.5;3.6;5.25;51003709;6.2;10;7;Dat
3701;;;6;6.75;N1;4.2;4.25;;6.8;7.25;51003720;5.7;6.2;6.7;Dat
3702;;;4;4.5;N1;4;5.5;;6.8;6.5;51003717;4.7;7.8;6.8;Dat
3703;;;4.75;4.25;N1;5.2;4.5;;6.6;7;51003718;4.5;6.3;6.6;Dat
3704;7.5;8.25;;;N1;5;;5.25;6.4;5.5;51003724;7;6.8;6.8;Dat
3705;;;6;7.25;N1;4.6;4.25;;8;5.5;51003723;5.8;7.8;7.1;Dat
